Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB)
Together VR(18+) ;Together VR(18+) v2+1.5 -unknown;com.AuroraGames.TogetherVRM;2;2021-06-05 12:19 UTC;1285
The Fight ;The Fight v7+1.16 -FFA;com.adamstanulewicz.TheFight;7;2022-09-20 20:41 UTC;397
Air Brigade 2 ;Air Brigade 2 v38+0.38 -FFA;com.OnlyHuman.AirCombat2;38;2022-09-12 05:42 UTC;95
To The Top ;To The Top v20+0.20 -QU;com.electrichatgames.tothetop_al;20;2021-06-05 12:16 UTC;1700
TrainerVR ;TrainerVR v3+2.2 -FFA;com.sumalab.TrainerVR;3;2021-12-19 01:13 UTC;455
Flappy Flappy VR ;Flappy Flappy VR v3+1.0 -unknown;com.FlappyFlappyVR.www.VRmoo.cn;3;2021-06-05 08:03 UTC;110
iDoll Quest ;iDoll Quest v1+v1 -FFA;com.iDollDev.iDollQuest;1;2021-11-17 22:09 UTC;212
WrathQuest ;WrathQuest v17+1.4.9 -DrBeef;com.baggyg.wrathquest;17;2022-09-28 23:19 UTC;406
Reality Browser ;Reality Browser v73+2.0 -FFA;com.transcendxr.reality;73;2022-11-03 16:31 UTC;109
Sweet Escape VR ;Sweet Escape VR v2+0.03 -unknown;com.realitysmash.sweetescape;2;2021-06-05 11:25 UTC;1268
Desperate Vladivostok ;Desperate Vladivostok v65+1.0 -FFA;com.PM.Vladivostok;65;2022-11-11 05:17 UTC;2133
Shelley's Creation ;Shelley's Creation v4+0.75 -QU;com.sciencevr.shelley.quest;4;2021-06-05 10:48 UTC;548
Pop Shot ;Pop Shot v1+1.0 -unknown;com.PixelBoogie.PopShotQuest;1;2021-06-05 09:55 UTC;793
Contractors ;Contractors v156+3.9 -FFA;com.CaveManStudio.ContractorsVR;156;2022-11-13 20:37 UTC;9607
Accounting+ ;Accounting+ v35+1.24.35 -QU;com.crowscrowscrows.AccountingPlus;35;2021-06-05 13:33 UTC;774
Gizmo Builder dollarvr.com ;Gizmo Builder dollarvr.com v1338+0.1.0.1338 -FFA;com.freerangegames.gizmobuilder;1338;2022-09-09 09:55 UTC;212
ComeCloser(18+) ;ComeCloser(18+) v1+0.9 -ITCH;com.ComeCloserTeam.ComeCloser;1;2022-04-25 20:56 UTC;1172
Half-Life 1 VR - Opposing Force ;Half-Life 1 VR - Opposing Force v27+1.4.9 -DrBeef;com.drbeef.lambda1vr;27;2021-09-16 00:54 UTC;1927
Real Vr Fishing ;Real Vr Fishing v280+2.094 -FFA;com.Miragesoft.RealVrFishingQ;280;2022-06-29 12:29 UTC;1556
Ayakashi Kitan ;Ayakashi Kitan v6+1.000 -QU;com.NSM.Ayakashikitan_SA;6;2021-10-10 06:12 UTC;294
Space Channel 5 VR ;Space Channel 5 VR v68514+1.0.3 -QU;com.grounding.ch5vrquest;68514;2021-06-05 10:57 UTC;832
Danger - Electric Shock ;Danger - Electric Shock v3+1.0 -QU;com.Danger.Electric.Shock;3;2021-10-12 06:15 UTC;116
Blaston ;Blaston v118166247+1.18.166247 -FFA;com.resolutiongames.ignis;118166247;2022-07-29 03:42 UTC;591
Ballista ;Ballista v42+20.42 -QU (b);com.HighVoltage.Crossbow;42;2021-06-05 13:44 UTC;1865
.Q2 - Quest App Launcher and Pi Launcher Shortcut ;.Q2 - Quest App Launcher and Pi Launcher Shortcut v1+1.0.0 -YouStayGold.FFA;aaa.QuestAppLauncher.App;1;2021-04-22 03:02 UTC;81
Snakes and Ladders ;Snakes and Ladders v7+1.0 -FFA;com.tgs.vr.snakesandladders;7;2021-10-12 10:27 UTC;74
Gravity Lab ;Gravity Lab v213+1.213 -FFA;com.markschramm.gravitylab;213;2022-10-27 18:32 UTC;716
Wands Alliances ;Wands Alliances v100265+1.1.2.265 -FFA;com.CortopiaStudios.Jaws;100265;2022-10-19 10:32 UTC;655
.Q2 - Quest App Launcher and Keymapper ;.Q2 - Quest App Launcher and Keymapper v2+0.11.1 -FFA;aaa.QuestAppLauncher.App;1;2021-04-22 03:02 UTC;214
Ghost Giant ;Ghost Giant v32+1.0.32 -QU;com.zoink.ghostgiant;32;2021-06-05 08:14 UTC;1099
Fly XR ;Fly XR v1+0.01b -unknown;com.PlayHop.FlyXR;1;2021-06-05 08:06 UTC;131
EVA VR ;EVA VR v15+2.5 -FFA;com.AscentXR.EvaVR;15;2022-08-16 07:06 UTC;1293
Catan VR ;Catan VR v11842+1.1.842 -VRP;com.Experiment7.Aurora;11842;2021-08-29 11:13 UTC;215
FinalSpaceVR ;FinalSpaceVR v17+1.0 -FFA;com.grab.FinalSpaceVR;17;2022-02-26 15:42 UTC;3531
SimplePlanes VR ;SimplePlanes VR v108+1.12.131 -FFA;com.jundroo.SimplePlanesVR;108;2022-03-29 22:41 UTC;147
SPHERES ;SPHERES v41+1.41 -FFA;com.Novelab.Spheres;41;2021-11-11 20:26 UTC;1734
Tesseract - First Chapter - Beta ;Tesseract - First Chapter - Beta v9+1.03 -FFA;com.FractalMind.Tesseract;9;2022-11-02 21:37 UTC;337
Crazy Croquet ;Crazy Croquet v2+0.2 -QU;de.selfox.crazycroquet;2;2021-10-12 06:12 UTC;66
PhysHand ;PhysHand v2+0.1.1 -unknown;com.JorgeJGnz.PhysHand;2;2021-06-05 09:50 UTC;63
Wolves in the Walls ;Wolves in the Walls v2009+1.2009 -FFA;com.fable.wolvesquest;2009;2022-09-22 19:42 UTC;1316
Pistol Whip ;Pistol Whip v1169+1.5.48.245 -FFA;com.cloudheadgames.pistolwhip;1169;2022-07-22 00:42 UTC;1068
Baba Yaga ;Baba Yaga v3500+1.0.3500 -QU;com.baobab.babayaga;3500;2021-06-05 13:44 UTC;978
Espire 1 VR Operative ;Espire 1 VR Operative v1745+1.9.166 -FFA;com.DigitalLode.Espire1;1745;2022-02-08 10:44 UTC;3944
Acron - Attack of the Squirrels! ;Acron - Attack of the Squirrels! v114094392+1.14.94392 -QU;com.resolutiongames.codenamelazarus;114094392;2021-06-05 13:33 UTC;155
Office Party ;Office Party v9+1.3.1 -FFA;com.moonhaven.officeparty;9;2022-07-24 00:42 UTC;196
Shotwood ;Shotwood v1014+1014 -FFA;com.concretebox.shotwood;1014;2022-02-19 12:47 UTC;1238
StardustVR ;StardustVR v2+1.0 -QU;com.FrozenDreams.stardustvr;2;2021-06-05 11:20 UTC;208
Virtual Virtual Reality ;Virtual Virtual Reality v11+1.8.13 -QU;com.TenderClaws.VVR.Quest;11;2021-06-05 12:56 UTC;349
HouseDefender ;HouseDefender v43+1.0 -FFA;com.TwoSync.HouseDefender;43;2022-06-29 12:25 UTC;85
Swordsman ;Swordsman v141+1.70 -FFA;com.SinnStudio.Medieval;141;2022-11-06 19:32 UTC;2809
OtherSight ;OtherSight v21+2.1 -FFA;com.raizmedia.othersight;21;2022-01-29 18:36 UTC;3397
Iron Rebellion ;Iron Rebellion v181+.9281 -FFA;com.Black_Beach_Studio.Iron_Rebellion_VR;181;2022-10-31 23:31 UTC;1278
GoClubbing VR ;GoClubbing VR v169+10 -FFA;com.recognitionmedia.goclubbing;169;2022-09-01 16:17 UTC;1436
Vetrix ;Vetrix v5+1.22 -FFA;com.PixelRacers.Vetrix;5;2021-10-15 19:00 UTC;76
ZOSUOcean ;ZOSUOcean v18+1.08 -FFA;com.ZOSUStudiosLLC.ZOSUOcean;18;2022-05-31 13:48 UTC;1024
Rodent People Origins ;Rodent People Origins v31+v0.70 -FFA;com.ZenRepublic.RodentPeopleOrigins;31;2022-01-24 10:25 UTC;313
Pat Mahomes MVP Football ;Pat Mahomes MVP Football v2127+0.1.0.2127 -FFA;com.citylightsvr.patmahomes;2127;2022-01-19 18:41 UTC;461
ARK-ADE ;ARK-ADE v22+0.14.5 -FFA;com.CASTELLOInc.ARK_ADE_full;22;2022-04-14 23:52 UTC;1546
Glitch Assassin ;Glitch Assassin v4+2.3 -FFA;com.LoneWolfInteractive.GlitchAssassin;4;2021-12-29 13:45 UTC;852
Bacon Roll ;Bacon Roll v6+1.15.41 -FFA;com.fieldofvision.baconroll;6;2022-06-28 07:43 UTC;199
com.ILMxLAB.VaderImmortal.ep2 ;com.ILMxLAB.VaderImmortal.ep2 v387778+2.0.3+667261.cl.387778 -FFA;com.ILMxLAB.VaderImmortal.ep2;387778;2022-11-02 00:32 UTC;3614
VirtualBoxingLeague ;VirtualBoxingLeague v38+1.0.2.8 -FFA;Spellbook.VirtualBoxingLeague;38;2022-11-16 13:52 UTC;739
Space Pilot Alliance ;Space Pilot Alliance v7+3.5 -FFA;com.curiousvr.spacepilotalliance;7;2022-03-02 14:42 UTC;359
VoxMachinae ;VoxMachinae v649+1.1.1 release - Quest -FFA;com.SpaceBulletDynamicsCorporation.VoxMachinae;649;2022-07-07 15:46 UTC;4565
The Knight of Queen ;The Knight of Queen v10260+1.2.6 -QU;com.VR_RPG_INC.THE_KNIGHT_OF_QUEEN_QUEST;10260;2021-06-05 11:43 UTC;195
DI Perspectives ;DI Perspectives v19+1.0 -FFA;com.MakeReal.DiversityInclusionAppLab;19;2022-07-09 17:48 UTC;505
YOGApracticeFull ;YOGApracticeFull v1+0.1 -FFA;com.VirtuaLiron.YOGA_practice_Full;1;2022-10-12 20:27 UTC;449
Gunworld VR ;Gunworld VR v184+1.0 -FFA;com.AnthonyStudios.GunWorldVR;184;2022-11-06 19:34 UTC;2063
UNBINARY ;UNBINARY v61+1.0.2 -FFA;com.ludact.unbinary;61;2022-04-08 05:51 UTC;1110
Myth - A Frozen Tale ;Myth - A Frozen Tale v31+1.0 -QU;com.WaltDisney.MythAFrozenTale;31;2021-06-05 09:23 UTC;554
Sniper Elite VR ;Sniper Elite VR v35713+1.03 -QU (Q1 ONLY);com.JustAddWater.SniperEliteVR;35713;2021-10-03 17:20 UTC;3138
Walkabout Mini Golf ;Walkabout Mini Golf v11925+3.4 -FFA;com.MightyCoconut.WalkaboutMiniGolf;11925;2022-11-22 18:32 UTC;2932
City Avenger ;City Avenger v2+1.0.1 -unknown;com.Chesstar.CityAvenger.itch;2;2021-06-05 05:56 UTC;93
DancingArrow ;DancingArrow v9+9.1 -FFA;geniesoft.io.DancingArrow;9;2022-09-17 12:41 UTC;289
Witchblood ;Witchblood v183732+1.0 -unknown;com.hiddenpath.Witchblood;183732;2021-06-05 13:09 UTC;453
Potato Party Hash It Out ;Potato Party Hash It Out v200063+1.00.4 -FFA;com.Fanaticus.PotatoParty1;200063;2022-04-01 16:43 UTC;209
Residential Fundamentals - APPLAB ;Residential Fundamentals - APPLAB v2097+0.2.2097.1 -FFA;company.talespin.residential.fundamentals.applab;2097;2022-04-14 03:30 UTC;463
Grapple Tournament ;Grapple Tournament v52+0.28 -FFA;com.tomorrowgames.gtvr;52;2022-09-12 05:45 UTC;1849
Captain ToonHead vs The Punks from Outer Space ;Captain ToonHead vs The Punks from Outer Space v21+1.3.2 -FFA;com.TeravisionGames.NeonFuryVR;21;2022-06-10 18:43 UTC;1083
OctonicVR ;OctonicVR v15+1.03 -FFA;com.Octonic.OctonicVR;15;2022-11-27 19:32 UTC;2225
Shock Troops ;Shock Troops v43+1.5 -FFA;com.garageCollective.ThetaLegion2HD;43;2022-10-25 19:31 UTC;932
AndromedaSports ;AndromedaSports v34+1.1.4 -FFA;com.kinerse.andromedaSports.apk;34;2022-11-20 02:31 UTC;240
Speed Cube ;Speed Cube v9+0.7.1 -QU;com.Aligator.SpeedCube;9;2021-06-05 11:04 UTC;83
Figmin XR ;Figmin XR v160+1.34.0.0 -FFA;com.overlay.figmin.prod;160;2022-11-19 19:30 UTC;194
